sid,proto,source,src_port,arrow,destination,dst_port,classtype,direction,TActic,Technique,Tname,TA_inb,T_inb,TA_lat,T_lat,TA_out,T_out,msg,reference
373,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP PING Flowpoint2200 or Network Management Software""",
374,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP PING IP NetMonitor Macintosh""",
375,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP PING LINUX/*BSD""",
376,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP PING Microsoft Windows""",
377,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP PING Network Toolbox 3 Windows""",
378,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP PING Ping-O-MeterWindows""",
379,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP PING Pinger Windows""",
380,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP PING Seer Windows""",
381,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP PING Oracle Solaris""",
382,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP PING Windows""",
384,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP PING""",
385,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-ICMP traceroute""",
386,icmp,$HOME_NET,any,->,$EXTERNAL_NET,any,misc-activity,out,,,,,,,,,,"""PROTOCOL-ICMP Address Mask Reply""",
387,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Address Mask Reply undefined code""",
388,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Address Mask Request""",
389,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Address Mask Request undefined code""",
390,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Alternate Host Address""",
391,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Alternate Host Address undefined code""",
392,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Datagram Conversion Error""",
393,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Datagram Conversion Error undefined code""",
394,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Destination Unreachable Destination Host Unknown""",
395,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Destination Unreachable Destination Network Unknown""",
396,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Destination Unreachable Fragmentation Needed and DF bit was set""","['cve', '2004-0790']"
397,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Destination Unreachable Host Precedence Violation""",
398,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Destination Unreachable Host Unreachable for Type of Service""",
399,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Destination Unreachable Host Unreachable""",
400,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Destination Unreachable Network Unreachable for Type of Service""",
401,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Destination Unreachable Network Unreachable""",
402,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP destination unreachable port unreachable packet detected""","['cve', '2004-0790']"
403,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Destination Unreachable Precedence Cutoff in effect""",
404,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Destination Unreachable Protocol Unreachable""","['cve', '2004-0790']"
405,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Destination Unreachable Source Host Isolated""",
406,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Destination Unreachable Source Route Failed""",
407,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Destination Unreachable cndefined code""",
408,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Echo Reply""",
409,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Echo Reply undefined code""",
410,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Fragment Reassembly Time Exceeded""",
411,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP IPV6 I-Am-Here""",
412,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP IPV6 I-Am-Here undefined code""",
413,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP IPV6 Where-Are-You""",
414,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP IPV6 Where-Are-You undefined code""",
415,icmp,$HOME_NET,any,->,$EXTERNAL_NET,any,misc-activity,out,,,,,,,,,,"""PROTOCOL-ICMP Information Reply""",
416,icmp,$HOME_NET,any,->,$EXTERNAL_NET,any,misc-activity,out,,,,,,,,,,"""PROTOCOL-ICMP Information Reply undefined code""",
417,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Information Request""",
418,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Information Request undefined code""",
419,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Mobile Host Redirect""",
420,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Mobile Host Redirect undefined code""",
421,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Mobile Registration Reply""",
422,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Mobile Registration Reply undefined code""",
423,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Mobile Registration Request""",
424,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Mobile Registration Request undefined code""",
425,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Parameter Problem Bad Length""",
426,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Parameter Problem Missing a Required Option""",
427,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Parameter Problem Unspecified Error""",
428,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Parameter Problem undefined Code""",
429,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Photuris Reserved""",
430,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Photuris Unknown Security Parameters Index""",
431,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Photuris Valid Security Parameters",
432,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Photuris Valid Security Parameters",
433,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Photuris undefined code!""",
436,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Redirect for TOS and Host""","['cve', '1999-0265']"
437,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Redirect for TOS and Network""","['cve', '1999-0265']"
438,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Redirect undefined code""","['cve', '1999-0265']"
439,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Reserved for Security Type 19""",
440,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Reserved for Security Type 19 undefined code""",
441,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Router Advertisement""",
443,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Router Selection""",
445,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP SKIP""",
446,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP SKIP undefined code""",
448,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Source Quench undefined code""",
449,icmp,$HOME_NET,any,->,$EXTERNAL_NET,any,misc-activity,out,,,,,,,,,,"""PROTOCOL-ICMP Time-To-Live Exceeded in Transit""",
450,icmp,$HOME_NET,any,->,$EXTERNAL_NET,any,misc-activity,out,,,,,,,,,,"""PROTOCOL-ICMP Time-To-Live Exceeded in Transit undefined code""",
451,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Timestamp Reply""",
452,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Timestamp Reply undefined code""",
453,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Timestamp Request""",
454,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Timestamp Request undefined code""",
456,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Traceroute""",
457,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP Traceroute undefined code""",
458,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP unassigned type 1""",
459,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP unassigned type 1 undefined code""",
460,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP unassigned type 2""",
461,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP unassigned type 2 undefined code""",
462,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP unassigned type 7""",
463,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP unassigned type 7 undefined code""","['cve', '1999-0454']"
465,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-ICMP ISS Pinger""",
466,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-ICMP L3retriever Ping""",
467,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-ICMP Nemesis v1.1 Echo""",
474,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-ICMP superscan echo""",
476,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-ICMP webtrends scanner""",
480,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP PING speedera""",
481,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP TJPingPro1.1Build 2 Windows""",
482,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP PING WhatsupGold Windows""",
483,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP PING CyberKit 2.2 Windows""",
484,icmp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""PROTOCOL-ICMP PING Sniffer Pro/NetXRay network scan""",
489,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,unknown,inb,,,,,,,,,,"""PROTOCOL-FTP no password""",
490,tcp,$EXTERNAL_NET,any,->,$SMTP_SERVERS,25,policy-violation,inb,,,,,,,,,,"""SERVER-MAIL battle-mail traffic""",
491,tcp,$HOME_NET,21,->,$EXTERNAL_NET,any,bad-unknown,out,Command and Control,,,,,,,Command and Control,,"""PROTOCOL-FTP Bad login""",
492,tcp,$TELNET_SERVERS,23,->,$EXTERNAL_NET,any,bad-unknown,out,Command and Control,,,,,,,Command and Control,,"""PROTOCOL-TELNET login failed""",
493,tcp,$HOME_NET,any,->,$EXTERNAL_NET,any,bad-unknown,out,Command and Control,,,,,,,Command and Control,,"""APP-DETECT psyBNC access""",
494,tcp,$HTTP_SERVERS,$HTTP_PORTS,->,$EXTERNAL_NET,any,bad-unknown,out,Command and Control,,,,,,,Command and Control,,"""INDICATOR-COMPROMISE command completed""","['bugtraq', '1806']"
495,tcp,$HTTP_SERVERS,$HTTP_PORTS,->,$EXTERNAL_NET,any,bad-unknown,out,Command and Control,,,,,,,Command and Control,,"""INDICATOR-COMPROMISE command error""",
497,tcp,$HTTP_SERVERS,$HTTP_PORTS,->,$EXTERNAL_NET,any,bad-unknown,out,Command and Control,,,,,,,Command and Control,,"""INDICATOR-COMPROMISE file copied ok""","['bugtraq', '1806']"
498,ip,any,any,->,any,any,bad-unknown,,Initial Access,,,,,,,,,"""INDICATOR-COMPROMISE id check returned root""",
505,tcp,$EXTERNAL_NET,any,->,$HOME_NET,1417,bad-unknown,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-OTHER Insecure TIMBUKTU Password""",
507,tcp,$EXTERNAL_NET,any,->,$HOME_NET,5631,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PUA-OTHER PCAnywhere Attempted Administrator Login""",
508,tcp,$EXTERNAL_NET,any,->,$HOME_NET,70,bad-unknown,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-OTHER gopher proxy""",
509,tcp,$EXTERNAL_NET,any,->,$HTTP_SERVERS,$HTTP_PORTS,web-application-attack,inb,Initial Access,,,Initial Access,,,,,,"""SERVER-WEBAPP PCCS mysql database admin tool access""","['bugtraq', '1557']"
510,tcp,$EXTERNAL_NET,any,->,$HOME_NET,9000:9002,misc-activity,inb,,,,,,,,,,"""POLICY-OTHER HP JetDirect LCD modification attempt""","['bugtraq', '2245']"
512,tcp,$HOME_NET,5631:5632,->,$EXTERNAL_NET,any,unsuccessful-user,out,Initial Access,,,,,,,Initial Access,,"""PUA-OTHER PCAnywhere Failed Login""",
514,tcp,$HOME_NET,any,->,$EXTERNAL_NET,27374,bad-unknown,out,Command and Control,,,,,,,Command and Control,,"""SERVER-OTHER ramen worm""",
516,udp,$EXTERNAL_NET,any,->,$HOME_NET,161,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-SNMP NT UserList""","['nessus', '10546']"
517,udp,$EXTERNAL_NET,any,->,$HOME_NET,177,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""X11 xdmcp query""",
518,udp,$EXTERNAL_NET,any,->,$HOME_NET,69,bad-unknown,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-TFTP Put""","['cve', '1999-0183']"
519,udp,$EXTERNAL_NET,any,->,$HOME_NET,69,bad-unknown,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-TFTP parent directory""","['cve', '1999-0183']"
520,udp,$EXTERNAL_NET,any,->,$HOME_NET,69,bad-unknown,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-TFTP root directory""","['cve', '1999-0183']"
529,tcp,$EXTERNAL_NET,any,->,$HOME_NET,"[(True, '135'), (True, '139'), (True, '445'), (True, '593'), (True, '1024:')]",protocol-command-decode,inb,Lateral Movement,,,Lateral Movement,,,,,,"""NETBIOS DCERPC NCACN-IP-TCP srvsvc NetrShareEnum null policy handle attempt""",
530,tcp,$EXTERNAL_NET,any,->,$HOME_NET,139,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""OS-WINDOWS NT NULL session""","['bugtraq', '1163']"
534,tcp,$EXTERNAL_NET,any,->,$HOME_NET,139,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""NETBIOS SMB CD..""",
535,tcp,$EXTERNAL_NET,any,->,$HOME_NET,139,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""NETBIOS SMB CD...""",
540,tcp,$HOME_NET,any,<>,$EXTERNAL_NET,1863,policy-violation,,,,,,,,,,,"""POLICY-SOCIAL Microsoft MSN message""",
541,tcp,$HOME_NET,any,->,$EXTERNAL_NET,any,policy-violation,out,,,,,,,,,,"""POLICY-SOCIAL ICQ access""",
542,tcp,$HOME_NET,any,->,$EXTERNAL_NET,6666:7000,policy-violation,out,,,,,,,,,,"""POLICY-SOCIAL IRC nick change""",
543,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,misc-activity,inb,,,,,,,,,,"""INDICATOR-COMPROMISE FTP 'STOR 1MB' possible warez site""",
544,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,misc-activity,inb,,,,,,,,,,"""INDICATOR-COMPROMISE FTP 'RETR 1MB' possible warez site""",
545,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,misc-activity,inb,,,,,,,,,,"""INDICATOR-COMPROMISE FTP 'CWD / ' possible warez site""",
546,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,misc-activity,inb,,,,,,,,,,"""INDICATOR-COMPROMISE FTP 'CWD  ' possible warez site""",
547,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,misc-activity,inb,,,,,,,,,,"""INDICATOR-COMPROMISE FTP 'MKD  ' possible warez site""",
548,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,misc-activity,inb,,,,,,,,,,"""INDICATOR-COMPROMISE FTP 'MKD .' possible warez site""",
553,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,misc-activity,inb,,,,,,,,,,"""POLICY-OTHER FTP anonymous login attempt""",
554,tcp,$EXTERNAL_NET,any,->,$HOME_NET,21,misc-activity,inb,,,,,,,,,,"""INDICATOR-COMPROMISE FTP 'MKD / ' possible warez site""",
555,tcp,$HOME_NET,23,->,$EXTERNAL_NET,any,misc-activity,out,,,,,,,,,,"""POLICY-OTHER WinGate telnet server response""","['cve', '1999-0657']"
556,tcp,$HOME_NET,any,->,$EXTERNAL_NET,any,policy-violation,out,,,,,,,,,,"""PUA-P2P Outbound GNUTella client request""",
557,tcp,$HOME_NET,any,->,$EXTERNAL_NET,any,policy-violation,out,,,,,,,,,,"""PUA-P2P GNUTella client request""",
560,tcp,$EXTERNAL_NET,any,->,$HOME_NET,any,misc-activity,inb,,,,,,,,,,"""APP-DETECT VNC server response""",
566,udp,$EXTERNAL_NET,any,->,$HOME_NET,5632,misc-activity,inb,,,,,,,,,,"""APP-DETECT PCAnywhere server response""",
567,tcp,$SMTP_SERVERS,25,->,$EXTERNAL_NET,any,misc-activity,out,,,,,,,,,,"""SERVER-MAIL SMTP relaying denied""","['url', 'mail-abuse.org/tsi/ar-fix.html']"
568,tcp,$EXTERNAL_NET,any,->,$HOME_NET,9100,misc-activity,inb,,,,,,,,,,"""POLICY-OTHER HP JetDirect LCD modification attempt""","['bugtraq', '2245']"
569,tcp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-admin,inb,Privilege Escalation,,,Privilege Escalation,,,,,,"""PROTOCOL-RPC snmpXdmi overflow attempt TCP""","['bugtraq', '2417']"
572,tcp,$EXTERNAL_NET,any,->,$HOME_NET,32771:34000,attempted-dos,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-RPC DOS ttdbserv Solaris""","['bugtraq', '122']"
574,tcp,$EXTERNAL_NET,any,->,$HOME_NET,any,attempted-recon,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC mountd TCP export request""",
575,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap admind request UDP""",
576,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap amountd request UDP""","['bugtraq', '205']"
577,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap bootparam request UDP""",
578,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap cmsd request UDP""",
579,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap mountd request UDP""",
580,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap nisd request UDP""","['cve', '1999-0008']"
581,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap pcnfsd request UDP""","['bugtraq', '205']"
582,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap rexd request UDP""",
583,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap rstatd request UDP""",
584,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap rusers request UDP""","['cve', '1999-0626']"
585,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC Solaris UDP portmap sadmin port query request attempt""","['bugtraq', '8615']"
586,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap selection_svc request UDP""","['bugtraq', '8']"
587,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap status request UDP""",
588,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap ttdbserv request UDP""","['bugtraq', '122']"
589,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap yppasswd request UDP""",
590,udp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap ypserv request UDP""","['bugtraq', '5914']"
591,tcp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap ypupdated request TCP""","['bugtraq', '1749']"
593,tcp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap snmpXdmi request TCP""","['bugtraq', '2417']"
595,tcp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap espd request TCP""","['bugtraq', '2714']"
598,tcp,$EXTERNAL_NET,any,->,$HOME_NET,111,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap listing TCP 111""",
599,tcp,$EXTERNAL_NET,any,->,$HOME_NET,32771,rpc-portmap-decode,inb,Reconnaissance,,,Reconnaissance,,,,,,"""PROTOCOL-RPC portmap listing TCP 32771""",
601,tcp,$EXTERNAL_NET,any,->,$HOME_NET,513,bad-unknown,inb,Initial Access,,,Initial Access,,,,,,"""PROTOCOL-SERVICES rlogin LinuxNIS""",
